CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,closure_action
50153550,LA CASITA DE YOLI,Bronx,1631,SAINT PETERS AVENUE,10461,3473771457,Latin American,03/10/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,53,,,05/29/2026,Cycle Inspection / Initial Inspection,40.841354525,-73.84868623888,210,18,020400,2042146,2039940035,BX59,POINT (-73.848686238882 40.841354524996),closed
50173839,EIM KHAO MUN KAI,Manhattan,129,2 AVENUE,10003,9594656595,Thai,04/13/2026,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,Z,04/13/2026,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.72842737771,-73.98780134053,103,02,003800,1006678,1004630030,MN22,POINT (-73.987801340526 40.728427377709),re_opened
50107072,NUEVA PUERTA DEL SOL RESTAUANT,Brooklyn,7116,18 AVENUE,11204,9172384648,Spanish,01/11/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,93,,,05/29/2026,Pre-permit (Operational) / Re-inspection,40.61554344637,-73.99380837096,311,43,026400,3157890,3061820046,BK28,POINT (-73.993808370964 40.615543446367),closed
50136513,STAY FIT NUTRITION,Brooklyn,132,WILSON AVENUE,11237,6313566532,"Juice, Smoothies, Fruit Salads",10/14/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,63,,,05/29/2026,Cycle Inspection / Initial Inspection,40.70072301574,-73.92578547018,304,34,042300,3072909,3032080029,BK78,POINT (-73.925785470181 40.700723015744),closed
50004337,PANINI LA CAFE,Brooklyn,45,LEE AVENUE,11211,3474966538,Jewish/Kosher,03/14/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,60,,,05/29/2026,Cycle Inspection / Initial Inspection,40.7063341194,-73.96063174408,301,33,053500,3059976,3021830009,BK72,POINT (-73.960631744075 40.706334119402),closed
50163424,El RINCON,Queens,176-01,JAMAICA AVENUE,11432,7184801013,Latin American,10/21/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,82,,,05/29/2026,Cycle Inspection / Re-inspection,40.70793296992,-73.78423923744,412,27,046800,4209976,4098120010,QN61,POINT (-73.784239237442 40.707932969916),closed
50093161,TIKKA INDIAN GRILL,Brooklyn,396,5 AVENUE,11215,9178166330,Indian,05/21/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,55,,,05/29/2026,Cycle Inspection / Initial Inspection,40.6706304025,-73.98509748892,306,39,013700,3021604,3009930039,BK37,POINT (-73.985097488918 40.6706304025),closed
50156070,NYAMINZ & JAMINZ CARIBBEAN KITCHEN,Queens,108-10,GUY R BREWER BOULEVARD,11433,9172932703,Caribbean,05/19/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,58,,,05/29/2026,Cycle Inspection / Initial Inspection,40.69620332579,-73.79099941824,412,28,026000,4216182,4101500041,QN01,POINT (-73.790999418243 40.696203325789),closed
50155188,M & M DELI,Brooklyn,5001,4 AVENUE,11220,7187650080,Latin American,10/04/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,90,,,05/29/2026,Pre-permit (Operational) / Re-inspection,40.6463750614,-74.01265566502,307,38,007800,3013242,3007910010,BK32,POINT (-74.01265566502 40.646375061399),closed
50121788,HERO SHOP,Brooklyn,1211,MCDONALD AVENUE,11230,9173876082,American,08/28/2023,Establishment re-closed by DOHMH.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,14,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.62398128186,-73.97586074923,312,44,046202,3170640,3065140056,BK46,POINT (-73.975860749225 40.623981281859),re_closed
50147177,1915 LANZHOU HAND PULLED NOODLES & DUMPLINGS,Manhattan,207,EAST   26 STREET,10010,7276668132,Chinese,07/10/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,103,,,05/29/2026,Pre-permit (Operational) / Compliance Inspection,40.74047873933,-73.98115558513,106,02,006600,1019865,1009070101,MN20,POINT (-73.981155585125 40.740478739333),closed
50171525,ZIYAN,Queens,38-40,CRESCENT STREET,11101,9172805690,Asian/Asian Fusion,03/17/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,116,,,05/29/2026,Cycle Inspection / Initial Inspection,40.75533917722,-73.93623515618,401,26,003300,4004727,4003880028,QN68,POINT (-73.936235156184 40.755339177219),closed
50083319,SHIMA SUSHI,Manhattan,226,EAST   51 STREET,10022,2128298000,Asian/Asian Fusion,08/27/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,99,,,05/29/2026,Cycle Inspection / Re-inspection,40.75612139014,-73.96956461767,106,04,009800,1038450,1013240038,MN19,POINT (-73.96956461767 40.756121390139),closed
50170198,LA MONTANA,Queens,33-13,108 STREET,11368,9293659016,Latin American,10/06/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04F,"Food preparation area, food storage area, or other area used by employees or patrons, contaminated by sewage or liquid waste.",Critical,110,,,05/29/2026,Pre-permit (Operational) / Re-inspection,40.75746567903,-73.86092273345,403,21,038100,4042808,4017230047,QN26,POINT (-73.860922733446 40.757465679027),closed
41580537,TRATTORIA ZERO OTTO NOVE II,Manhattan,15,WEST   21 STREET,10010,2122420899,Italian,07/24/2024,Establishment re-opened by DOHMH.,,,Not Applicable,0,P,07/24/2024,05/29/2026,Cycle Inspection / Reopening Inspection,40.74060347251,-73.99131394263,105,03,005800,1015531,1008230029,MN13,POINT (-73.991313942633 40.740603472513),re_opened
50171485,PITHA GHOR,Queens,163-08,HILLSIDE AVENUE,11432,9295491942,Bangladeshi,12/09/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,100,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.70874772145,-73.79910080784,412,24,044602,4210047,4098130032,QN61,POINT (-73.799100807835 40.708747721454),closed
50116345,MALII GRAMERCY,Manhattan,391,2 AVENUE,10010,6469520078,Thai,11/01/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,43,,,05/29/2026,Cycle Inspection / Initial Inspection,40.73757752151,-73.98113836632,106,02,006400,1019653,1009030032,MN21,POINT (-73.981138366315 40.737577521506),closed
50129758,ELEPHANT EAR THAI EATERY,Manhattan,690,9 AVENUE,10036,7188018289,Japanese,01/29/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,54,,,05/29/2026,Pre-permit (Operational) / Compliance Inspection,40.76191094895,-73.99008020314,104,03,012700,1025085,1010380004,MN15,POINT (-73.990080203139 40.761910948954),closed
50121155,CAFE 1 OF A KIND,Queens,255-13,NORTHERN BOULEVARD,11362,3474084780,American,03/05/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,84,,,05/29/2026,Cycle Inspection / Re-inspection,40.77204768494,-73.7343156474,411,19,147900,4314871,4081390051,QN45,POINT (-73.734315647401 40.772047684943),closed
50097045,CHAIRMAN SUN,Queens,47-30,VERNON BOULEVARD,11101,2129676088,Chinese,03/27/2025,Establishment re-closed by DOHMH.,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,69,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.74464289127,-73.95347064437,402,26,000700,4000105,4000300047,QN31,POINT (-73.953470644374 40.744642891269),re_closed
50147177,1915 LANZHOU HAND PULLED NOODLES & DUMPLINGS,Manhattan,207,EAST   26 STREET,10010,7276668132,Chinese,07/16/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,58,,,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.74047873933,-73.98115558513,106,02,006600,1019865,1009070101,MN20,POINT (-73.981155585125 40.740478739333),closed
50172148,ADOBO MEXICAN GRILL,Queens,231-07,MERRICK BOULEVARD,11413,5167849844,Mexican,05/12/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,40,,,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.67571176463,-73.73924340467,413,31,061800,4279451,4129700006,QN66,POINT (-73.739243404671 40.675711764626),closed
50150633,GOTTA GETTA BAGEL,Manhattan,263,1 AVENUE,10003,2123889292,Sandwiches/Salads/Mixed Buffet,04/09/2026,Establishment re-opened by DOHMH.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5,Z,04/09/2026,05/29/2026,Cycle Inspection / Reopening Inspection,40.73217044826,-73.98183628667,106,02,004800,1020422,1009220021,MN21,POINT (-73.981836286667 40.732170448256),re_opened
50128889,BENI'S  RESTAURANT & BAR,Queens,129-20,LIBERTY AVENUE,11419,7187389700,Caribbean,01/09/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot TCS food item not held at or above 140 °F.,Critical,62,,,05/29/2026,Pre-permit (Operational) / Compliance Inspection,40.68937334509,-73.81606021724,410,28,015801,4204835,4095830009,QN55,POINT (-73.816060217244 40.689373345092),closed
40825993,TRINIDAD GOLDEN PLACE,Brooklyn,788,NOSTRAND AVENUE,11216,7187357065,Caribbean,10/01/2025,Establishment re-closed by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.67181184015,-73.95032768222,308,35,031702,3031883,3012470049,BK61,POINT (-73.950327682224 40.671811840147),re_closed
